lsoa11cd,lsoa11nm,ladcd,ladnm,ladnmw,wimd_2019,FID
W01001688,Tredegar Park 1,W06000022,Newport,Casnewydd,712,1718
W01001689,Tredegar Park 2,W06000022,Newport,Casnewydd,39,1719
W01001690,Victoria 1,W06000022,Newport,Casnewydd,317,1720
W01001691,Victoria 2,W06000022,Newport,Casnewydd,161,1721
W01001692,Victoria 3,W06000022,Newport,Casnewydd,178,1722
W01001693,Victoria 4,W06000022,Newport,Casnewydd,112,1723
W01001694,Adamsdown 1,W06000015,Cardiff,Caerdydd,184,1724
W01001695,Adamsdown 2,W06000015,Cardiff,Caerdydd,361,1725
W01001862,Riverside 8,W06000015,Cardiff,Caerdydd,327,1726
W01001913,Marshfield 5,W06000022,Newport,Casnewydd,1621,1727
W01001914,Tonyrefail West 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1723,1728
W01001915,Church Village 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1872,1729
W01001916,Church Village 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1907,1730
W01001917,Tonyrefail West 4,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,920,1731
W01001918,Bryntirion Laleston and Merthyr Mawr 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,1894,1732
W01001919,Bryntirion Laleston and Merthyr Mawr 4,W06000013,Bridgend,Pen-y-bont ar Ogwr,1902,1733
W01001920,Bryntirion Laleston and Merthyr Mawr 5,W06000013,Bridgend,Pen-y-bont ar Ogwr,1874,1734
W01001921,Bryntirion Laleston and Merthyr Mawr 6,W06000013,Bridgend,Pen-y-bont ar Ogwr,1585,1735
W01001922,Cathays 9,W06000015,Cardiff,Caerdydd,897,1736
W01001923,Glanymor 3,W06000010,Carmarthenshire,Sir Gaerfyrddin,553,1737
W01001924,Glanymor 4,W06000010,Carmarthenshire,Sir Gaerfyrddin,68,1738
W01001925,Hengoed 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,908,1739
W01001926,Llansanffraid,W06000003,Conwy,Conwy,1500,1740
W01001927,Abergele Pensarn 1,W06000003,Conwy,Conwy,903,1741
W01001928,Abergele Pensarn 2,W06000003,Conwy,Conwy,70,1742
W01001929,Smithfield 2,W06000006,Wrexham,Wrecsam,488,1743
W01001930,Ceiriog Valley 3,W06000006,Wrexham,Wrecsam,1074,1744
W01001931,Smithfield 3,W06000006,Wrexham,Wrecsam,163,1745
W01001932,Aberdaron / Botwnnog & Tudweiliog,W06000002,Gwynedd,Gwynedd,952,1746
W01001933,Aberdovey / Bryn-crug / Llanfihangel,W06000002,Gwynedd,Gwynedd,1326,1747
W01001934,Penglais,W06000008,Ceredigion,Ceredigion,1540,1748
W01001935,Llanbadarn Fawr South,W06000008,Ceredigion,Ceredigion,1449,1749
W01001936,Llanbadarn Fawr North,W06000008,Ceredigion,Ceredigion,1689,1750
W01001937,Borth,W06000008,Ceredigion,Ceredigion,1356,1751
W01001938,Castle 7 East,W06000011,Swansea,Abertawe,1105,1752
W01001939,Cathays 10,W06000015,Cardiff,Caerdydd,833,1753
W01001940,Butetown 2,W06000015,Cardiff,Caerdydd,1691,1754
W01001941,Cathays 11,W06000015,Cardiff,Caerdydd,999,1755
W01001942,Butetown 3,W06000015,Cardiff,Caerdydd,301,1756
W01001943,Butetown 4,W06000015,Cardiff,Caerdydd,1221,1757
W01001944,Butetown 5,W06000015,Cardiff,Caerdydd,1707,1758
W01001945,Grangetown 10,W06000015,Cardiff,Caerdydd,1647,1759
W01001946,Grangetown 11,W06000015,Cardiff,Caerdydd,414,1760
W01001947,Grangetown 12,W06000015,Cardiff,Caerdydd,1648,1761
W01001948,Radyr & Morganstown 3,W06000015,Cardiff,Caerdydd,1900,1762
W01001949,Llanishen 11,W06000015,Cardiff,Caerdydd,1511,1763
W01001950,Butetown 6,W06000015,Cardiff,Caerdydd,1725,1764
W01001951,Butetown 7,W06000015,Cardiff,Caerdydd,1143,1765
W01001952,Butetown 8,W06000015,Cardiff,Caerdydd,547,1766
W01001953,Llanishen 12,W06000015,Cardiff,Caerdydd,1191,1767
W01001954,Radyr & Morganstown 4,W06000015,Cardiff,Caerdydd,1839,1768
W01001955,Castle 2 North,W06000011,Swansea,Abertawe,36,1769
W01001956,Killay 3,W06000011,Swansea,Abertawe,1885,1770
W01001957,Castle 7 West,W06000011,Swansea,Abertawe,492,1771
W01001958,Castle 2 South,W06000011,Swansea,Abertawe,1034,1772
W01001812,Pentwyn 4,W06000015,Cardiff,Caerdydd,570,1773
W01001863,Rumney 1,W06000015,Cardiff,Caerdydd,829,1774
W01001813,Pentwyn 5,W06000015,Cardiff,Caerdydd,139,1775
W01001758,Gabalfa 4,W06000015,Cardiff,Caerdydd,1362,1776
W01001759,Grangetown 1,W06000015,Cardiff,Caerdydd,796,1777
W01001760,Grangetown 2,W06000015,Cardiff,Caerdydd,666,1778
W01001761,Grangetown 3,W06000015,Cardiff,Caerdydd,219,1779
W01001762,Grangetown 4,W06000015,Cardiff,Caerdydd,73,1780
W01001764,Grangetown 5,W06000015,Cardiff,Caerdydd,347,1781
W01001765,Grangetown 6,W06000015,Cardiff,Caerdydd,323,1782
W01001766,Grangetown 7,W06000015,Cardiff,Caerdydd,256,1783
W01001767,Grangetown 8,W06000015,Cardiff,Caerdydd,426,1784
W01001768,Grangetown 9,W06000015,Cardiff,Caerdydd,240,1785
W01001769,Heath 1,W06000015,Cardiff,Caerdydd,1891,1786
W01001770,Heath 2,W06000015,Cardiff,Caerdydd,1527,1787
W01001771,Heath 3,W06000015,Cardiff,Caerdydd,1813,1788
W01001772,Heath 4,W06000015,Cardiff,Caerdydd,1628,1789
W01001773,Heath 5,W06000015,Cardiff,Caerdydd,1592,1790
W01001774,Heath 6,W06000015,Cardiff,Caerdydd,1855,1791
W01001775,Heath 7,W06000015,Cardiff,Caerdydd,1486,1792
W01001776,Heath 8,W06000015,Cardiff,Caerdydd,1747,1793
W01001777,Lisvane 1,W06000015,Cardiff,Caerdydd,1827,1794
W01001778,Lisvane 2,W06000015,Cardiff,Caerdydd,1837,1795
W01001779,Llandaff 1,W06000015,Cardiff,Caerdydd,1815,1796
W01001780,Llandaff 2,W06000015,Cardiff,Caerdydd,1809,1797
W01001781,Llandaff 3,W06000015,Cardiff,Caerdydd,1531,1798
W01001782,Llandaff 4,W06000015,Cardiff,Caerdydd,1782,1799
W01001783,Llandaff 5,W06000015,Cardiff,Caerdydd,1840,1800
W01001784,Llandaff 6,W06000015,Cardiff,Caerdydd,1676,1801
W01001785,Llandaff North 1,W06000015,Cardiff,Caerdydd,189,1802
W01001786,Llandaff North 2,W06000015,Cardiff,Caerdydd,919,1803
W01001787,Llandaff North 3,W06000015,Cardiff,Caerdydd,436,1804
W01001788,Llandaff North 4,W06000015,Cardiff,Caerdydd,200,1805
W01001789,Llandaff North 5,W06000015,Cardiff,Caerdydd,1389,1806
W01001790,Llandaff North 6,W06000015,Cardiff,Caerdydd,608,1807
W01001791,Llanishen 1,W06000015,Cardiff,Caerdydd,1492,1808
W01001792,Llanishen 2,W06000015,Cardiff,Caerdydd,580,1809
W01001793,Llanishen 3,W06000015,Cardiff,Caerdydd,1854,1810
W01001794,Llanishen 4,W06000015,Cardiff,Caerdydd,1824,1811
W01001795,Llanishen 5,W06000015,Cardiff,Caerdydd,1883,1812
W01001796,Llanishen 6,W06000015,Cardiff,Caerdydd,1679,1813
W01001797,Llanishen 7,W06000015,Cardiff,Caerdydd,1601,1814
W01001798,Llanishen 8,W06000015,Cardiff,Caerdydd,1791,1815
W01001799,Llanishen 9,W06000015,Cardiff,Caerdydd,1796,1816
W01001800,Llanishen 10,W06000015,Cardiff,Caerdydd,605,1817
W01001802,Llanrumney 1,W06000015,Cardiff,Caerdydd,618,1818
W01001803,Llanrumney 2,W06000015,Cardiff,Caerdydd,277,1819
W01001804,Llanrumney 3,W06000015,Cardiff,Caerdydd,354,1820
W01001814,Pentwyn 6,W06000015,Cardiff,Caerdydd,984,1821
W01001864,Rumney 2,W06000015,Cardiff,Caerdydd,1521,1822
W01001815,Pentwyn 7,W06000015,Cardiff,Caerdydd,1361,1823
W01001865,Rumney 3,W06000015,Cardiff,Caerdydd,1373,1824
W01001816,Pentwyn 8,W06000015,Cardiff,Caerdydd,582,1825
W01001866,Rumney 4,W06000015,Cardiff,Caerdydd,304,1826
W01001817,Pentwyn 9,W06000015,Cardiff,Caerdydd,831,1827
W01001867,Rumney 5,W06000015,Cardiff,Caerdydd,103,1828
W01001818,Pentwyn 10,W06000015,Cardiff,Caerdydd,1190,1829
W01001868,Rumney 6,W06000015,Cardiff,Caerdydd,455,1830
W01001819,Pentyrch 1,W06000015,Cardiff,Caerdydd,1823,1831
W01001869,Splott 1,W06000015,Cardiff,Caerdydd,416,1832
W01001820,Pentyrch 2,W06000015,Cardiff,Caerdydd,1623,1833
W01001870,Splott 2,W06000015,Cardiff,Caerdydd,535,1834
W01001821,Penylan 1,W06000015,Cardiff,Caerdydd,1654,1835
W01001871,Splott 3,W06000015,Cardiff,Caerdydd,54,1836
W01001822,Penylan 2,W06000015,Cardiff,Caerdydd,1344,1837
W01001872,Splott 4,W06000015,Cardiff,Caerdydd,335,1838
W01001823,Penylan 3,W06000015,Cardiff,Caerdydd,1699,1839
W01001873,Splott 5,W06000015,Cardiff,Caerdydd,162,1840
W01001824,Penylan 4,W06000015,Cardiff,Caerdydd,856,1841
W01001874,Splott 6,W06000015,Cardiff,Caerdydd,12,1842
W01001825,Penylan 5,W06000015,Cardiff,Caerdydd,884,1843
W01001875,Splott 7,W06000015,Cardiff,Caerdydd,498,1844
W01001826,Penylan 6,W06000015,Cardiff,Caerdydd,1701,1845
W01001876,Splott 8,W06000015,Cardiff,Caerdydd,74,1846
W01001827,Penylan 7,W06000015,Cardiff,Caerdydd,1811,1847
W01001877,Trowbridge 1,W06000015,Cardiff,Caerdydd,1342,1848
W01001828,Penylan 8,W06000015,Cardiff,Caerdydd,1656,1849
W01001878,Trowbridge 2,W06000015,Cardiff,Caerdydd,965,1850
W01001829,Plasnewydd 1,W06000015,Cardiff,Caerdydd,634,1851
W01001879,Trowbridge 3,W06000015,Cardiff,Caerdydd,180,1852
W01001830,Plasnewydd 2,W06000015,Cardiff,Caerdydd,368,1853
W01001880,Trowbridge 4,W06000015,Cardiff,Caerdydd,61,1854
W01001831,Plasnewydd 3,W06000015,Cardiff,Caerdydd,812,1855
W01001881,Trowbridge 5,W06000015,Cardiff,Caerdydd,165,1856
W01001832,Plasnewydd 4,W06000015,Cardiff,Caerdydd,514,1857
W01001882,Trowbridge 6,W06000015,Cardiff,Caerdydd,1232,1858
W01001833,Plasnewydd 5,W06000015,Cardiff,Caerdydd,622,1859
W01001883,Trowbridge 7,W06000015,Cardiff,Caerdydd,126,1860
W01001884,Trowbridge 8,W06000015,Cardiff,Caerdydd,13,1861
W01001885,Trowbridge 9,W06000015,Cardiff,Caerdydd,402,1862
W01001886,Trowbridge 10,W06000015,Cardiff,Caerdydd,97,1863
W01001887,Whitchurch and Tongwynlais 1,W06000015,Cardiff,Caerdydd,1864,1864
W01001888,Whitchurch and Tongwynlais 2,W06000015,Cardiff,Caerdydd,1483,1865
W01001889,Whitchurch and Tongwynlais 3,W06000015,Cardiff,Caerdydd,1323,1866
W01001890,Whitchurch and Tongwynlais 4,W06000015,Cardiff,Caerdydd,1681,1867
W01001891,Whitchurch and Tongwynlais 5,W06000015,Cardiff,Caerdydd,1322,1868
W01001892,Whitchurch and Tongwynlais 6,W06000015,Cardiff,Caerdydd,1771,1869
W01001893,Whitchurch and Tongwynlais 7,W06000015,Cardiff,Caerdydd,1265,1870
W01001894,Whitchurch and Tongwynlais 8,W06000015,Cardiff,Caerdydd,1732,1871
W01001895,Whitchurch and Tongwynlais 9,W06000015,Cardiff,Caerdydd,345,1872
W01001896,Whitchurch and Tongwynlais 10,W06000015,Cardiff,Caerdydd,1793,1873
W01001897,Talybont-on-Usk,W06000023,Powys,Powys,1404,1874
W01001898,Vaynor 1,W06000024,Merthyr Tydfil,Merthyr Tudful,502,1875
W01001899,Cwm-twrch,W06000023,Powys,Powys,667,1876
W01001900,Ystalyfera 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,485,1877
W01001901,St. John 1,W06000023,Powys,Powys,1579,1878
W01001902,St. John 2,W06000023,Powys,Powys,515,1879
W01001903,Crickhowell,W06000023,Powys,Powys,1479,1880
W01001904,Llangattock and Glangrwyney,W06000023,Powys,Powys,1474,1881
W01001905,"Llangors, Bwlch & Grwyney",W06000023,Powys,Powys,1434,1882
W01001906,Llanrhaeadr-ym-Mochnant,W06000023,Powys,Powys,1038,1883
W01001907,Llansilin,W06000023,Powys,Powys,1064,1884
W01001908,Dewstow,W06000021,Monmouthshire,Sir Fynwy,998,1885
W01001909,Croesonen,W06000021,Monmouthshire,Sir Fynwy,653,1886
W01001834,Plasnewydd 6,W06000015,Cardiff,Caerdydd,531,1887
W01001835,Plasnewydd 7,W06000015,Cardiff,Caerdydd,89,1888
W01001836,Plasnewydd 8,W06000015,Cardiff,Caerdydd,1140,1889
W01001837,Plasnewydd 9,W06000015,Cardiff,Caerdydd,703,1890
W01001838,Plasnewydd 10,W06000015,Cardiff,Caerdydd,1095,1891
W01001839,Plasnewydd 11,W06000015,Cardiff,Caerdydd,827,1892
W01001840,Pontprennau/Old St. Mellons 1,W06000015,Cardiff,Caerdydd,1164,1893
W01001841,Pontprennau/Old St. Mellons 2,W06000015,Cardiff,Caerdydd,1673,1894
W01001842,Pontprennau/Old St. Mellons 3,W06000015,Cardiff,Caerdydd,1758,1895
W01001843,Pontprennau/Old St. Mellons 4,W06000015,Cardiff,Caerdydd,1700,1896
W01001844,Pontprennau/Old St. Mellons 5,W06000015,Cardiff,Caerdydd,1616,1897
W01001846,Radyr & Morganstown 1,W06000015,Cardiff,Caerdydd,1745,1898
W01001847,Radyr & Morganstown 2,W06000015,Cardiff,Caerdydd,1836,1899
W01001848,Rhiwbina 1,W06000015,Cardiff,Caerdydd,1810,1900
W01001849,Rhiwbina 2,W06000015,Cardiff,Caerdydd,1794,1901
W01001850,Rhiwbina 3,W06000015,Cardiff,Caerdydd,1860,1902
W01001851,Rhiwbina 4,W06000015,Cardiff,Caerdydd,1703,1903
W01001852,Rhiwbina 5,W06000015,Cardiff,Caerdydd,1800,1904
W01001853,Rhiwbina 6,W06000015,Cardiff,Caerdydd,1828,1905
W01001854,Rhiwbina 7,W06000015,Cardiff,Caerdydd,1741,1906
W01001855,Riverside 1,W06000015,Cardiff,Caerdydd,140,1907
W01001856,Riverside 2,W06000015,Cardiff,Caerdydd,108,1908
W01001857,Riverside 3,W06000015,Cardiff,Caerdydd,66,1909
